sample	type	subtype	mecA	targets	regions	coverage	hits	target_schema	target_schema_version	region_schema	region_schema_version	camlhmp_version	params	target_comment	region_comment	comment
ERR13346995_sccmec	IV	multiple	+	ccrA2,ccrB2,IS431,IS431_1,IS431_2,IS1272,mecA,mecR1	IId,IVg	100.00,90.99	5,13	sccmec_targets	1.2.0	sccmec_regions	1.2.0	1.1.0	min-targets-coverage=80;min-targets-pident=90;min-regions-coverage=83;min-regions-pident=85		Found matches for multiple types including: IId, IVg	Multiple types were found based on the cassette coverage
