sample	type	subtype	mecA	targets	regions	coverage	hits	target_schema	target_schema_version	region_schema	region_schema_version	camlhmp_version	params	target_comment	region_comment	comment
ERR13346999_sccmec	IV	IVa	+	ccrA2,ccrB2,IS1272,mecA,mecR1	IVa	92.43	27	sccmec_targets	1.2.0	sccmec_regions	1.2.0	1.1.0	min-targets-coverage=80;min-targets-pident=90;min-regions-coverage=83;min-regions-pident=85	A type could not be determined, but one or more targets found	Coverage based on 27 hits;There were one or more overlapping hits	Type and Subtype are based on coverage against cassette IVa
