run_accession	study_accession	sample_accession	experiment_accession	scientific_name	experiment_title	fastq_ftp	sample_title
ERR13346992	PRJEB77209	SAMEA115804935	ERX12717892	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/092/ERR13346992/ERR13346992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/092/ERR13346992/ERR13346992_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 03
ERR13346994	PRJEB77209	SAMEA115804937	ERX12717894	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/094/ERR13346994/ERR13346994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/094/ERR13346994/ERR13346994_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 05
ERR13346995	PRJEB77209	SAMEA115804938	ERX12717895	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/095/ERR13346995/ERR13346995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/095/ERR13346995/ERR13346995_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 06
ERR13346997	PRJEB77209	SAMEA115804940	ERX12717897	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/097/ERR13346997/ERR13346997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/097/ERR13346997/ERR13346997_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 08
ERR13346998	PRJEB77209	SAMEA115804941	ERX12717898	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/098/ERR13346998/ERR13346998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/098/ERR13346998/ERR13346998_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 09
ERR13347001	PRJEB77209	SAMEA115804944	ERX12717901	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR13347001/ERR13347001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/001/ERR13347001/ERR13347001_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 12
ERR13347002	PRJEB77209	SAMEA115804945	ERX12717902	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR13347002/ERR13347002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/002/ERR13347002/ERR13347002_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 13
ERR13347005	PRJEB77209	SAMEA115804948	ERX12717905	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR13347005/ERR13347005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/005/ERR13347005/ERR13347005_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 16
ERR13347007	PRJEB77209	SAMEA115804950	ERX12717907	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR13347007/ERR13347007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/007/ERR13347007/ERR13347007_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 18
ERR13347008	PRJEB77209	SAMEA115804951	ERX12717908	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13347008/ERR13347008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/008/ERR13347008/ERR13347008_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab B Sample 19
ERR13347010	PRJEB77209	SAMEA115804953	ERX12717910	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/010/ERR13347010/ERR13347010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/010/ERR13347010/ERR13347010_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 02
ERR13347011	PRJEB77209	SAMEA115804954	ERX12717911	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/011/ERR13347011/ERR13347011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/011/ERR13347011/ERR13347011_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 03
ERR13347013	PRJEB77209	SAMEA115804956	ERX12717913	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/013/ERR13347013/ERR13347013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/013/ERR13347013/ERR13347013_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 05
ERR13347014	PRJEB77209	SAMEA115804957	ERX12717914	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/014/ERR13347014/ERR13347014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/014/ERR13347014/ERR13347014_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 06
ERR13347016	PRJEB77209	SAMEA115804959	ERX12717916	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/016/ERR13347016/ERR13347016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/016/ERR13347016/ERR13347016_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 08
ERR13347017	PRJEB77209	SAMEA115804960	ERX12717917	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/017/ERR13347017/ERR13347017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/017/ERR13347017/ERR13347017_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 09
ERR13347019	PRJEB77209	SAMEA115804962	ERX12717919	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/019/ERR13347019/ERR13347019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/019/ERR13347019/ERR13347019_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 11
ERR13347021	PRJEB77209	SAMEA115804964	ERX12717921	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13347021/ERR13347021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/021/ERR13347021/ERR13347021_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 13
ERR13347023	PRJEB77209	SAMEA115804966	ERX12717923	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/023/ERR13347023/ERR13347023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/023/ERR13347023/ERR13347023_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 15
ERR13347028	PRJEB77209	SAMEA115804971	ERX12717928	Staphylococcus aureus	Illumina MiSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/028/ERR13347028/ERR13347028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/028/ERR13347028/ERR13347028_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab C Sample 20
ERR13347037	PRJEB77209	SAMEA115804980	ERX12717937	Staphylococcus aureus	Illumina MiniSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/037/ERR13347037/ERR13347037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/037/ERR13347037/ERR13347037_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab D Sample 10
ERR13347042	PRJEB77209	SAMEA115804985	ERX12717942	Staphylococcus aureus	Illumina MiniSeq sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13347042/ERR13347042_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR133/042/ERR13347042/ERR13347042_2.fastq.gz	GMS 2019 Staphylococcus aureus pilot Lab D Sample 15
